customer_id,age,gender,city,employment_type,income,loan_amount,loan_tenure_months,interest_rate,credit_score,existing_loans,default_history,collateral_value,loan_purpose,loan_date,loan_status,debt_to_income_ratio,monthly_emi,risk_flag
CUST_02187,42,Male,Ahmedabad,Salaried,1153073.55,793123.2,36,13.94,608,0,0,157853.04,Vehicle,06-10-2021,Approved,0.687834007,? 27083.96,Medium Risk
CUST_02188,23,Male,Chennai,Salaried,1510137.15,88805.17,120,12.04,777,3,0,1425761.31,Education,25-01-2023,Approved,0.05880603,? 1276.15,Low Risk
CUST_02189,29,Female,Kolkata,Salaried,432265.11,686026.97,36,10.8,824,2,0,1037004.46,Business,22-03-2024,Approved,1.587051451,? 22394.72,Low Risk
CUST_02190,28,Male,Jaipur,Salaried,1794952.76,698697.2,120,10.67,751,1,0,992880.61,Home,04-02-2021,Approved,0.389256595,? 9494.50,Low Risk
CUST_02191,39,Male,Ahmedabad,Self-Employed,1330123.88,875326.42,84,12.08,735,3,0,0,Home,13-06-2023,Approved,0.65807887,? 15489.38,Low Risk
CUST_02192,47,Female,Kolkata,Salaried,1258187.76,220248.65,36,11.5,632,0,0,0,Personal,02-06-2023,Approved,0.175052291,? 7262.92,Medium Risk
CUST_02193,30,Female,Bengaluru,Self-Employed,1218166.97,761687.65,84,12.81,593,1,0,0,Business,20-08-2021,Approved,0.625273603,? 13778.04,Medium Risk
CUST_02194,61,Female,Mumbai,Salaried,475472.25,541528,36,11.2,728,0,0,1930509.25,Business,11-06-2023,Approved,1.138926615,? 17780.27,Low Risk
CUST_02195,34,Male,Kolkata,Unemployed,155990.67,1064065.44,120,15.91,300,1,1,0,Vehicle,31-12-2022,Approved,6.821340276,? 17764.86,High Risk
CUST_02196,58,Male,Jaipur,Salaried,1666005.91,655194,84,8.06,624,0,0,726295.05,Personal,20-02-2024,Approved,0.393272314,? 10231.59,Medium Risk
CUST_02197,35,Male,Pune,Salaried,1363770.29,1336392.03,120,17.82,606,2,1,1391943.88,Home,09-12-2023,Approved,0.979924581,? 23925.16,Medium Risk
CUST_02198,53,Male,Mumbai,Unemployed,179413.33,1470302.21,12,11.55,463,2,0,0,Home,10-08-2021,Defaulted,8.195055574,? 130325.25,Medium Risk
CUST_02199,60,Female,Hyderabad,Salaried,374307.8,1076041.54,60,12.27,679,1,1,0,Education,18-01-2024,Approved,2.874750513,? 24083.02,Medium Risk
CUST_02200,62,Other,Delhi,Salaried,588251.52,861416.64,60,9.82,714,0,0,288745.4,Personal,17-07-2023,Approved,1.464367895,? 18226.36,Low Risk
CUST_02201,21,Male,Ahmedabad,Salaried,1799349.3,793130.25,12,9.54,805,0,0,1013395.83,Education,26-04-2023,Approved,0.440787261,? 69559.18,Low Risk
CUST_02202,62,Female,Bengaluru,Self-Employed,497837.19,1154356.91,60,16.52,506,1,0,0,Business,28-11-2023,Defaulted,2.318743825,? 28391.65,Medium Risk
CUST_02203,60,Female,Ahmedabad,Self-Employed,790401.53,612847.03,48,14.8,668,0,0,1258733.88,Vehicle,16-06-2024,Approved,0.775361644,? 16993.92,Low Risk
CUST_02204,42,Female,Pune,Salaried,1677635.21,500880.97,24,9.66,639,0,0,0,Vehicle,23-01-2021,Approved,0.298563697,? 23034.59,Medium Risk
CUST_02205,45,Male,Jaipur,Unemployed,251300.96,142620.83,12,14.77,494,1,0,0,Education,13-05-2022,Approved,0.567529985,? 12857.24,Medium Risk
CUST_02206,62,Male,Pune,Self-Employed,1465944.04,862268.16,24,9.54,877,0,0,1443304.87,Business,20-04-2021,Approved,0.588199915,? 39606.48,Low Risk
CUST_02207,40,Female,Jaipur,Self-Employed,236834.47,1447308.8,48,13.02,514,0,1,1209831.14,Business,15-10-2024,Approved,6.111056385,? 38842.04,High Risk
CUST_02208,63,Female,Chennai,Self-Employed,1029830.28,1247228.32,48,13.03,619,1,1,0,Business,18-05-2021,Approved,1.211100843,? 33478.59,Medium Risk
CUST_02209,37,Female,Lucknow,Salaried,972518.37,432753.1,48,17.57,698,0,1,585184.1,Personal,29-12-2022,Rejected,0.444981929,? 12615.09,Medium Risk
CUST_02210,23,Male,Bengaluru,Salaried,730431.18,177281.19,84,13.11,583,1,0,800451.45,Home,27-05-2022,Approved,0.242707588,? 3235.70,Medium Risk
CUST_02211,63,Male,Chennai,Self-Employed,275129.17,642829.48,84,8.61,720,0,0,194357.95,Home,05-07-2024,Rejected,2.336464287,? 10215.75,Low Risk
CUST_02212,32,Female,Jaipur,Salaried,615570.44,1308645.81,48,17.39,686,1,0,1030940.16,Vehicle,17-11-2024,Approved,2.125907492,? 38025.60,Low Risk
CUST_02213,46,Male,Jaipur,Self-Employed,323956.56,942623.91,12,15.6,642,1,1,1245963.84,Vehicle,02-07-2022,Defaulted,2.909723174,? 85346.75,Medium Risk
CUST_02214,39,Female,Pune,Unemployed,213578.46,574681.77,60,7.73,558,2,0,0,Business,16-06-2024,Approved,2.690729065,? 11578.36,Medium Risk
CUST_02215,53,Female,Mumbai,Salaried,492209.21,502561.31,120,7.57,682,1,0,0,Business,10-09-2021,Rejected,1.02103191,? 5983.87,Low Risk
CUST_02216,30,Female,Bengaluru,Salaried,318427.18,207665.69,60,13.96,767,0,0,973812.89,Business,05-07-2023,Approved,0.652160692,? 4827.71,Low Risk
CUST_02217,49,Male,Delhi,Self-Employed,209031.66,310442.09,48,12.02,633,1,1,863241.75,Personal,30-12-2022,Defaulted,1.485143877,? 8178.18,Medium Risk
CUST_02218,37,Male,Chennai,Salaried,1596819.36,540639.55,48,12.53,809,0,1,1295207.69,Personal,28-04-2021,Defaulted,0.338572768,? 14378.21,Medium Risk
CUST_02219,64,Female,Jaipur,Self-Employed,302191.73,756770.94,48,13.87,883,0,0,0,Education,20-06-2021,Approved,2.504274157,? 20630.57,Low Risk
CUST_02220,65,Female,Bengaluru,Salaried,951221.58,1459166.21,36,16.29,709,0,0,0,Education,04-02-2021,Approved,1.533991912,? 51509.11,Low Risk
CUST_02221,26,Female,Pune,Salaried,1200532.77,529728.23,120,8.12,687,1,1,305718.69,Vehicle,11-04-2022,Defaulted,0.44124429,? 6460.70,Medium Risk
CUST_02222,37,Male,Jaipur,Salaried,973106.2,1186975.9,84,17.72,576,0,1,1469413.85,Business,21-05-2021,Approved,1.219780431,? 24753.24,High Risk
CUST_02223,23,Female,Delhi,Self-Employed,237470.88,122360.2,24,9.59,598,1,0,1962990.3,Education,03-05-2022,Defaulted,0.515264019,? 5623.18,Medium Risk
CUST_02224,65,Male,Kolkata,Salaried,1612818.29,1065807.98,12,7.53,602,2,0,1565030.88,Business,23-04-2022,Approved,0.660835747,? 92481.51,Medium Risk
CUST_02225,21,Female,Ahmedabad,Salaried,1387638.76,689212.39,12,16.51,784,0,0,0,Vehicle,24-10-2024,Approved,0.496679979,? 62699.29,Low Risk
CUST_02226,61,Female,Kolkata,Salaried,660688.15,184175.12,84,16.75,811,1,0,819323.24,Personal,07-02-2023,Defaulted,0.27876256,? 3737.21,Low Risk
CUST_02227,57,Male,Delhi,Self-Employed,816333.93,1472496,84,11.32,612,1,0,819005.54,Vehicle,23-01-2022,Defaulted,1.80379125,? 25461.15,Medium Risk
CUST_02228,34,Other,Pune,Self-Employed,808970.23,466907.49,48,7.81,368,1,0,0,Home,01-03-2023,Approved,0.577162759,? 11356.98,Medium Risk
CUST_02229,30,Female,Chennai,Self-Employed,999798.6,877854.13,120,11.55,811,0,0,0,Personal,26-01-2023,Defaulted,0.878030965,? 12367.35,Low Risk
CUST_02230,21,Male,Chennai,Salaried,605875.23,666799.01,84,17.86,629,0,1,0,Education,22-04-2023,Defaulted,1.100554994,? 13960.01,Medium Risk
CUST_02231,25,Male,Pune,Salaried,1884947.42,793172.45,120,7.72,646,0,0,0,Education,12-06-2023,Approved,0.420792878,? 9506.42,Medium Risk
CUST_02232,38,Female,Mumbai,Salaried,415605.47,1231143.47,12,14.69,642,0,0,0,Personal,14-11-2024,Approved,2.962288899,? 110940.92,Medium Risk
CUST_02233,63,Female,Kolkata,Salaried,341009.46,724161.73,48,16.86,829,2,1,0,Personal,02-10-2021,Approved,2.123582525,? 20843.30,Medium Risk
CUST_02234,27,Male,Chennai,Salaried,1797600.2,668863.56,84,16,637,1,0,1931866.91,Personal,19-02-2022,Approved,0.372086941,? 13285.01,Medium Risk
CUST_02235,28,Other,Bengaluru,Unemployed,140504.24,266479.76,36,17.02,481,3,1,862409.6,Vehicle,19-09-2024,Defaulted,1.896595861,? 9503.38,High Risk
CUST_02236,63,Female,Chennai,Salaried,1202099.61,115081.48,48,11.43,603,1,0,0,Vehicle,03-05-2023,Approved,0.09573373,? 2998.43,Medium Risk
CUST_02237,52,Female,Ahmedabad,Salaried,1220277.81,788908.43,36,12.99,576,1,0,0,Vehicle,27-09-2024,Approved,0.646499038,? 26577.64,Medium Risk
CUST_02238,34,Male,Chennai,Salaried,1235112.38,610611.45,60,13.99,659,2,1,168583.4,Home,06-06-2024,Rejected,0.49437724,? 14204.69,Medium Risk
CUST_02239,30,Male,Kolkata,Self-Employed,1354279.35,212307.09,12,13.75,512,4,0,554053.44,Home,12-03-2022,Approved,0.156767575,? 19037.48,Medium Risk
CUST_02240,56,Male,Chennai,Salaried,1243692.19,980021.45,60,8.96,747,2,0,541071.32,Business,10-11-2022,Rejected,0.787993571,? 20324.61,Low Risk
CUST_02241,56,Female,Ahmedabad,Self-Employed,221905.44,746079.01,12,8.75,564,1,0,0,Vehicle,08-02-2022,Rejected,3.362148355,? 65159.25,Medium Risk
CUST_02242,57,Female,Bengaluru,Salaried,1068497.99,249295.1,24,8.41,662,1,0,1872133.44,Education,08-03-2024,Approved,0.233313588,? 11321.62,Low Risk
CUST_02243,62,Female,Chennai,Self-Employed,1245006.79,522202.32,48,15.12,453,1,0,0,Home,29-07-2023,Rejected,0.419437327,? 14565.07,Medium Risk
CUST_02244,40,Male,Chennai,Salaried,513416.52,349273.97,24,13.03,756,2,1,768264.95,Vehicle,16-10-2021,Approved,0.680293595,? 16610.04,Medium Risk
CUST_02245,33,Male,Chennai,Salaried,385278.52,703525.62,36,18.41,697,0,0,1195574.02,Personal,03-01-2024,Approved,1.826018279,? 25579.07,Low Risk
CUST_02246,21,Female,Jaipur,Self-Employed,771826.04,507363.87,12,11.9,656,2,1,0,Business,29-06-2022,Approved,0.657355212,? 45054.93,Medium Risk
CUST_02247,52,Female,Lucknow,Salaried,1518651.67,737217.75,60,9.62,744,0,0,1919675.75,Home,11-12-2023,Approved,0.485442294,? 15526.21,Low Risk
CUST_02248,60,Male,Lucknow,Salaried,1791395.28,980176.77,24,18.05,704,2,0,0,Business,08-07-2023,Approved,0.547158285,? 48958.13,Low Risk
CUST_02249,25,Male,Chennai,Salaried,1198737.94,1089127.37,12,16.91,748,0,0,275766.29,Personal,10-08-2022,Approved,0.908561691,? 99287.08,Low Risk
CUST_02250,32,Male,Chennai,Self-Employed,367851.59,1367457.65,36,12.08,429,0,0,0,Education,01-12-2022,Approved,3.717416717,? 45471.43,Medium Risk
CUST_02251,36,Female,Mumbai,Self-Employed,991027.75,760777.57,120,8.42,611,1,0,831350.17,Home,02-07-2024,Approved,0.767665255,? 9400.03,Medium Risk
CUST_02252,64,Male,Mumbai,Self-Employed,499903.86,654824.85,120,16.21,577,3,0,0,Home,24-06-2023,Approved,1.309901568,? 11055.03,Medium Risk
CUST_02253,37,Female,Delhi,Self-Employed,296280.29,1123308.48,12,17.54,649,0,0,858784.05,Personal,20-11-2023,Defaulted,3.791370935,? 102739.16,Medium Risk
CUST_02254,63,Female,Jaipur,Self-Employed,738765.46,1111301.68,36,10.47,679,0,0,783347.27,Home,15-10-2021,Approved,1.504268594,? 36104.30,Low Risk
CUST_02255,48,Female,Chennai,Unemployed,199320.57,850291.61,48,14.61,590,0,0,423827.28,Home,12-12-2024,Defaulted,4.265950122,? 23496.49,Medium Risk
CUST_02256,32,Male,Lucknow,Self-Employed,560423.95,1301041.13,84,15.04,587,2,1,0,Vehicle,08-07-2022,Approved,2.321530209,? 25135.08,High Risk
CUST_02257,53,Female,Pune,Salaried,783214.29,1356856.72,60,9.59,700,0,0,392288.85,Home,29-11-2021,Approved,1.732420791,? 28556.23,Low Risk
CUST_02258,23,Male,Lucknow,Salaried,1065381.81,1358148.4,84,10.83,644,0,0,1924677,Personal,06-04-2023,Approved,1.274799689,? 23133.59,Medium Risk
CUST_02259,59,Male,Pune,Salaried,425974.85,712740.09,84,11.1,613,1,1,1917524.48,Vehicle,11-09-2021,Approved,1.673197584,? 12241.35,Medium Risk
CUST_02260,30,Female,Jaipur,Unemployed,97847.19,999215.58,12,8.58,493,0,0,294447.93,Personal,29-12-2023,Approved,10.21200077,? 87188.38,Medium Risk
CUST_02261,21,Female,Bengaluru,Self-Employed,468360.46,1328041.5,84,17.63,661,1,0,255178.93,Education,20-11-2021,Defaulted,2.835511563,? 27625.29,Low Risk
CUST_02262,37,Male,Jaipur,Salaried,719724.94,664672.2,120,7.93,755,1,0,355769.55,Education,27-08-2024,Approved,0.923508639,? 8039.74,Low Risk
CUST_02263,48,Female,Kolkata,Unemployed,215169.25,488456.7,60,15.21,520,3,0,0,Home,23-03-2021,Defaulted,2.27010458,? 11674.26,Medium Risk
CUST_02264,65,Male,Hyderabad,Salaried,1648935.9,1257212.07,84,7.89,606,2,0,1379107.07,Vehicle,07-10-2023,Approved,0.762438413,? 19526.35,Medium Risk
CUST_02265,38,Male,Chennai,Salaried,1657073.97,469542.54,12,12.31,714,2,0,0,Education,30-04-2024,Approved,0.283356415,? 41786.41,Low Risk
CUST_02266,35,Female,Chennai,Unemployed,158600.49,1064008.26,24,13.61,473,0,0,0,Vehicle,26-03-2024,Defaulted,6.708732489,? 50890.29,Medium Risk
CUST_02267,50,Male,Pune,Salaried,625896.66,798160.63,48,17.23,676,2,1,1765167,Business,25-07-2023,Approved,1.275227495,? 23126.04,Medium Risk
CUST_02268,59,Male,Hyderabad,Salaried,1185809.48,152625.96,12,15.48,657,2,0,0,Education,15-10-2022,Approved,0.128710356,? 13810.35,Low Risk
CUST_02269,62,Male,Kolkata,Self-Employed,1121885.05,593686.56,84,13.64,525,3,0,0,Vehicle,02-06-2024,Approved,0.529186622,? 11007.96,Medium Risk
CUST_02270,43,Male,Jaipur,Unemployed,99454.94,653415.48,48,8.88,656,0,0,718174.56,Vehicle,05-01-2023,Defaulted,6.569965052,? 16223.07,Low Risk
CUST_02271,31,Male,Chennai,Self-Employed,497226.46,894913.53,36,8.61,612,2,0,0,Business,08-06-2024,Defaulted,1.799810754,? 28295.85,Medium Risk
CUST_02272,34,Female,Chennai,Salaried,1289119.56,209114.1,84,15.24,774,3,1,686382.66,Home,09-10-2024,Defaulted,0.162214667,? 4063.43,Medium Risk
CUST_02273,59,Male,Chennai,Self-Employed,1407786.79,1114263.29,36,8.21,651,0,0,0,Education,01-05-2022,Rejected,0.791500032,? 35025.01,Low Risk
CUST_02274,53,Female,Kolkata,Salaried,1493506.22,1309144,12,18.42,833,0,0,0,Education,21-07-2024,Approved,0.876557447,? 120284.14,Low Risk
CUST_02275,54,Female,Lucknow,Salaried,1177122.63,1137669.29,36,17.89,544,0,0,0,Business,12-10-2021,Approved,0.966483237,? 41066.72,Medium Risk
CUST_02276,49,Female,Lucknow,Salaried,1835368.5,663511.8,120,16.92,760,3,0,1252018.52,Education,04-05-2022,Approved,0.361514214,? 11498.07,Low Risk
CUST_02277,36,Male,Pune,Salaried,327453.1,1111404.77,36,16.1,620,1,1,0,Home,27-04-2022,Approved,3.394088405,? 39128.59,Medium Risk
CUST_02278,22,Male,Pune,Salaried,1166033.29,481868.43,36,15.37,682,2,0,1051519.67,Business,05-06-2021,Approved,0.413254436,? 16791.57,Low Risk
CUST_02279,48,Male,Jaipur,Salaried,448314.62,732344.02,48,14.56,792,1,0,1178956.81,Vehicle,07-09-2023,Approved,1.633549269,? 20218.71,Low Risk
CUST_02280,29,Female,Ahmedabad,Self-Employed,432993.01,322176.47,36,14.81,664,0,0,346447.66,Home,23-04-2023,Approved,0.744068524,? 11138.40,Low Risk
CUST_02281,25,Male,Ahmedabad,Self-Employed,1236465.94,210261.4,12,10.08,602,1,0,676576.79,Home,26-08-2023,Approved,0.170050297,? 18493.14,Medium Risk
CUST_02282,29,Female,Lucknow,Unemployed,221158.13,1442140.17,48,15.81,606,4,0,0,Personal,13-02-2023,Approved,6.520855326,? 40730.46,Medium Risk
CUST_02283,56,Female,Jaipur,Salaried,1188648.85,770384.82,60,17.47,715,2,0,932113.35,Business,11-05-2021,Rejected,0.648118088,? 19341.27,Low Risk
CUST_02284,29,Female,Lucknow,Salaried,1415679.02,828714.95,60,18.18,532,0,0,0,Education,27-03-2021,Rejected,0.585383366,? 21125.14,Medium Risk
CUST_02285,41,Male,Jaipur,Salaried,366019.26,644339.36,60,16.39,631,0,0,1475964.11,Business,21-08-2021,Approved,1.760397417,? 15802.91,Medium Risk
CUST_02286,58,Female,Ahmedabad,Self-Employed,191338.45,1105475.78,12,10.23,731,1,0,0,Business,11-11-2023,Approved,5.777593474,? 97307.18,Low Risk
CUST_02287,41,Male,Pune,Salaried,1266837.44,1094424.38,12,11.48,710,0,0,547522.7,Education,07-07-2023,Defaulted,0.863902775,? 96972.25,Low Risk
CUST_02288,47,Male,Chennai,Salaried,727826.29,1278787.98,48,7.59,600,4,0,0,Home,29-12-2022,Defaulted,1.756996137,? 30973.43,Medium Risk
CUST_02289,43,Female,Chennai,Salaried,774478.48,1092533.28,120,9.91,859,0,0,0,Home,11-07-2023,Approved,1.410669642,? 14383.51,Low Risk
CUST_02290,64,Male,Kolkata,Unemployed,227051.6,1062888.26,60,17.12,584,1,0,0,Education,12-08-2024,Approved,4.681263026,? 26484.14,Medium Risk
CUST_02291,23,Female,Kolkata,Self-Employed,1466188.67,1180457.71,84,14.83,681,3,1,0,Business,10-10-2023,Approved,0.805119924,? 22666.56,Medium Risk
CUST_02292,32,Male,Delhi,Salaried,512151.94,1047719.82,36,14.86,570,1,1,0,Home,17-02-2021,Approved,2.04572069,? 36247.76,High Risk
CUST_02293,47,Male,Ahmedabad,Unemployed,187987.94,265955.57,48,8.89,488,0,0,0,Home,25-11-2024,Defaulted,1.414748042,? 6604.43,Medium Risk
CUST_02294,28,Female,Delhi,Salaried,1099032.23,778016.98,48,16.06,717,0,0,189311.77,Business,12-09-2024,Approved,0.707910977,? 22073.13,Low Risk
CUST_02295,45,Female,Jaipur,Self-Employed,189350.12,871127.29,60,17.12,633,2,1,0,Home,14-03-2022,Approved,4.600616519,? 21706.00,Medium Risk
CUST_02296,35,Male,Delhi,Salaried,1656761.26,1214058.58,48,14.37,768,3,0,0,Education,19-06-2022,Approved,0.7327903,? 33401.72,Low Risk
CUST_02297,28,Male,Hyderabad,Salaried,782170.66,135822.39,60,12.19,855,4,0,1646735.98,Business,12-11-2024,Approved,0.173648025,? 3034.35,Low Risk
CUST_02298,28,Male,Chennai,Salaried,1167177.75,912282.18,120,12.72,721,0,0,0,Personal,09-07-2022,Rejected,0.781613752,? 13471.10,Low Risk
CUST_02299,39,Male,Chennai,Self-Employed,628034.63,354478.16,24,10.97,518,3,0,238775.04,Business,13-06-2022,Defaulted,0.564424545,? 16516.52,Medium Risk
CUST_02300,22,Female,Mumbai,Salaried,1306183.47,599812.15,48,8.63,782,2,0,1589712.79,Business,21-09-2021,Approved,0.459209723,? 14821.19,Low Risk
CUST_02301,49,Female,Hyderabad,Unemployed,127322.99,1134981.04,36,16.48,612,1,0,906398.2,Home,19-04-2023,Defaulted,8.914187768,? 40172.05,Medium Risk
CUST_02302,60,Female,Lucknow,Self-Employed,1051901.88,501070.38,84,9.06,801,2,1,1671359.08,Business,06-03-2022,Approved,0.476347071,? 8077.03,Medium Risk
CUST_02303,54,Male,Lucknow,Self-Employed,1335156.18,584678.8,60,8.67,573,3,0,0,Business,06-03-2021,Defaulted,0.437910417,? 12043.54,Medium Risk
CUST_02304,56,Male,Hyderabad,Salaried,631251.16,1246941.83,60,8.12,689,0,0,0,Business,13-08-2024,Rejected,1.975349764,? 25355.16,Low Risk
CUST_02305,23,Female,Jaipur,Salaried,871307.53,177643.42,84,17.21,783,1,0,592569.39,Business,27-09-2021,Approved,0.203881424,? 3651.88,Low Risk
CUST_02306,52,Male,Ahmedabad,Salaried,1492094.22,463647.63,36,13.72,658,0,0,911562.21,Home,10-04-2021,Approved,0.310736161,? 15783.40,Low Risk
CUST_02307,40,Male,Bengaluru,Salaried,1204523.69,1442409,84,12.53,656,2,0,1228016.24,Vehicle,22-12-2022,Approved,1.19749326,? 25873.10,Low Risk
CUST_02308,45,Male,Delhi,Self-Employed,1031853.31,252584.66,12,17.25,626,0,0,0,Business,27-12-2022,Approved,0.244787372,? 23066.90,Medium Risk
CUST_02309,60,Female,Hyderabad,Self-Employed,208756.62,254936.4,84,15.67,631,1,0,1909178.39,Business,30-09-2024,Approved,1.221213488,? 5015.76,Medium Risk
CUST_02310,39,Male,Pune,Self-Employed,1103993.11,1172084.64,24,8.95,594,0,0,0,Vehicle,01-09-2022,Defaulted,1.061677495,? 53519.50,Medium Risk
CUST_02311,30,Male,Lucknow,Self-Employed,836495.96,568357,84,17.67,391,1,0,1829622,Vehicle,29-04-2023,Approved,0.679449785,? 11835.95,Medium Risk
CUST_02312,59,Female,Chennai,Salaried,1657345.32,1081318.92,36,16.77,662,2,0,1477759.46,Home,07-10-2023,Approved,0.652440325,? 38428.31,Low Risk
CUST_02313,27,Male,Bengaluru,Salaried,1537396.34,1282509.4,84,10.58,675,0,1,0,Personal,25-09-2024,Approved,0.834208699,? 21677.49,Medium Risk
CUST_02314,47,Female,Ahmedabad,Salaried,474015.47,1080213.53,120,14.83,662,4,1,0,Business,21-09-2024,Rejected,2.278857123,? 17315.34,Medium Risk
CUST_02315,28,Female,Chennai,Salaried,1239133.46,59497.15,24,15.28,703,2,0,0,Home,04-09-2023,Approved,0.048015127,? 2892.74,Low Risk
CUST_02316,58,Male,Jaipur,Salaried,1381932.55,1467088.97,24,12.37,732,3,0,618524.26,Education,03-07-2024,Rejected,1.061621256,? 69314.74,Low Risk
CUST_02317,50,Male,Bengaluru,Self-Employed,442981,1087404.78,60,18.1,632,1,0,0,Home,07-12-2022,Defaulted,2.454743612,? 27672.12,Medium Risk
CUST_02318,52,Male,Bengaluru,Salaried,944904.23,148182.74,24,17.33,551,1,0,0,Personal,11-03-2024,Approved,0.156823025,? 7350.01,Medium Risk
CUST_02319,52,Male,Chennai,Salaried,1643125.48,740783.86,12,18.17,727,1,1,0,Education,15-05-2021,Approved,0.450838277,? 67975.01,Medium Risk
CUST_02320,57,Other,Mumbai,Salaried,1430951.64,740648.85,24,16.75,651,1,0,0,Home,24-09-2021,Approved,0.51759181,? 36530.45,Low Risk
CUST_02321,40,Male,Mumbai,Unemployed,272272.07,1345899.02,120,9.26,514,2,0,0,Vehicle,01-08-2024,Approved,4.943213676,? 17239.24,Medium Risk
CUST_02322,47,Male,Mumbai,Self-Employed,859405.29,50375.12,12,12.69,671,0,0,0,Home,17-11-2021,Approved,0.058616255,? 4492.05,Low Risk
CUST_02323,32,Male,Chennai,Salaried,1293383.48,876840.42,120,7.92,701,0,1,1279294.61,Vehicle,23-11-2023,Approved,0.677943111,? 10601.46,Medium Risk
CUST_02324,44,Male,Lucknow,Unemployed,78746.95,92856.35,24,9.66,447,2,0,1609294.87,Home,24-05-2024,Defaulted,1.179173924,? 4270.29,Medium Risk
CUST_02325,38,Male,Hyderabad,Salaried,871574.36,1402494.85,12,12.38,769,1,0,0,Vehicle,05-12-2024,Approved,1.609151111,? 124859.42,Low Risk
CUST_02326,42,Female,Mumbai,Salaried,1460712.02,902166.43,60,15.78,824,0,1,0,Personal,27-12-2021,Approved,0.617621008,? 21833.62,Medium Risk
CUST_02327,32,Male,Chennai,Salaried,1357441.75,201356.79,12,10.67,681,2,1,0,Education,26-08-2024,Approved,0.148335492,? 17765.27,Medium Risk
CUST_02328,23,Female,Ahmedabad,Self-Employed,587336.15,1364664.16,24,8.67,583,3,1,662198.83,Education,21-03-2024,Approved,2.323480617,? 62137.91,High Risk
CUST_02329,45,Male,Mumbai,Salaried,1632989.74,690348.69,84,13.66,811,3,0,1684509.3,Business,28-12-2023,Approved,0.422751395,? 12807.83,Low Risk
CUST_02330,26,Male,Pune,Salaried,428139.75,713708.86,24,18.26,639,0,1,548685.13,Vehicle,11-07-2023,Approved,1.666999759,? 35721.00,Medium Risk
CUST_02331,31,Male,Hyderabad,Self-Employed,442445.55,1324281.14,12,12.24,591,0,0,0,Education,14-06-2022,Approved,2.993094043,? 117809.51,Medium Risk
CUST_02332,21,Male,Mumbai,Unemployed,159634.95,474451.86,48,14.41,525,0,0,0,Personal,04-02-2023,Defaulted,2.972105169,? 13062.89,Medium Risk
CUST_02333,29,Female,Hyderabad,Salaried,1975775.48,1018933.96,84,9.25,839,4,0,0,Home,16-10-2021,Approved,0.515713435,? 16523.28,Low Risk
CUST_02334,25,Male,Hyderabad,Self-Employed,1486803.58,57046.51,60,16.08,503,1,0,0,Vehicle,24-08-2021,Approved,0.038368558,? 1389.69,Medium Risk
CUST_02335,22,Male,Jaipur,Salaried,818388.87,1187496.62,120,7.51,657,3,0,0,Education,15-04-2023,Approved,1.451017558,? 14101.99,Low Risk
CUST_02336,22,Male,Ahmedabad,Salaried,1921342.78,156103.45,24,16.54,766,1,0,1079607.24,Personal,03-01-2024,Approved,0.081247059,? 7683.65,Low Risk
CUST_02337,49,Female,Mumbai,Self-Employed,962785.75,1117732.2,120,7.98,756,0,0,0,Home,24-07-2022,Approved,1.160935546,? 13549.37,Low Risk
CUST_02338,24,Female,Lucknow,Salaried,1056737.53,165050.06,120,14.77,575,4,0,836286.66,Personal,18-06-2021,Approved,0.15618832,? 2639.64,Medium Risk
CUST_02339,65,Male,Bengaluru,Self-Employed,1294259.76,1318730.18,36,17.31,542,2,0,0,Business,07-06-2022,Approved,1.018906885,? 47220.04,Medium Risk
CUST_02340,28,Male,Ahmedabad,Self-Employed,740121.08,1152453.75,84,12.99,710,0,0,1776519.5,Home,29-05-2022,Defaulted,1.557115155,? 20959.13,Low Risk
CUST_02341,37,Female,Bengaluru,Self-Employed,829202.82,169128.74,24,9,527,2,0,0,Vehicle,23-11-2021,Defaulted,0.203965466,? 7726.60,Medium Risk
CUST_02342,50,Female,Delhi,Salaried,340477.7,356851.61,24,14.78,715,0,0,0,Business,21-12-2022,Approved,1.048090991,? 17265.26,Low Risk
CUST_02343,38,Male,Kolkata,Unemployed,170744.4,992360.09,48,11.8,409,0,0,0,Education,27-03-2024,Defaulted,5.811962735,? 26035.31,Medium Risk
CUST_02344,40,Male,Pune,Salaried,1465557.74,762747.75,120,16.51,813,3,0,807641.23,Personal,06-06-2023,Approved,0.520448788,? 13020.50,Low Risk
CUST_02345,29,Male,Chennai,Self-Employed,798888.21,1282308.9,24,13.95,528,0,0,0,Home,03-10-2023,Rejected,1.605116816,? 61537.06,Medium Risk
CUST_02346,54,Male,Bengaluru,Salaried,1359448.62,910262.73,60,12.86,763,0,0,0,Education,08-12-2021,Defaulted,0.669582297,? 20646.10,Low Risk
CUST_02347,59,Male,Jaipur,Salaried,1489713.68,727749.14,84,10.05,685,1,0,217236.59,Personal,14-10-2021,Approved,0.488516115,? 12100.31,Low Risk
CUST_02348,58,Male,Bengaluru,Self-Employed,732919.59,1210145.58,12,10.33,651,0,1,0,Vehicle,05-05-2022,Defaulted,1.651130078,? 106576.85,Medium Risk
CUST_02349,53,Male,Mumbai,Salaried,434265.92,630701.33,36,13.02,826,0,0,353516.49,Business,30-12-2022,Rejected,1.452338995,? 21256.90,Low Risk
